course_number,course_title,Units,Type,Section,Session,Time,Seats,Registered,Instructor,Room,start_time_of_day,end_time_of_day,day_of_week
NURS-606,Health Policy Principles in Changing Health Care Contexts,2.0 units,Lecture,69058D,353,12:45-1:35pm,12,6,Sharon O'Neill,VAC,12.75,13.583333333333334,Tuesday
NURS-606,Health Policy Principles in Changing Health Care Contexts,NA,Lecture,69059D,353,2:30-3:20pm,12,13,Sharon O'Neill,VAC,14.5,15.333333333333334,Tuesday
NURS-607,Theory: Family Primary Care,2.0 units,Lecture,69061D,353,11:00-11:50am,10,11,Candice Whitely,VAC,11,11.833333333333334,Tuesday
NURS-607,Theory: Family Primary Care,NA,Lecture,69062D,353,12:45-1:35pm,10,10,Michelle Zappas,VAC,12.75,13.583333333333334,Tuesday
NURS-608,Clinical Practicum: Family Primary Care,3.0 units,Lecture,69064D,353,2:30-3:30pm,6,6,Benita Walton-Moss,VAC,14.5,15.5,Tuesday
NURS-608,Clinical Practicum: Family Primary Care,NA,Lecture,69065D,353,4:15-5:15pm,6,6,Benita Walton-Moss,VAC,16.25,17.25,Tuesday
NURS-608,Clinical Practicum: Family Primary Care,NA,Lecture,69066D,353,6:00-7:00pm,6,6,Jennifer Tran,VAC,18,19,Tuesday
OS-582,Advanced Biological Oceanography,4.0 units,Lecture,13582D,001,2:00-3:20pm,20,13,Wiebke Ziebis David Hutchins Sergio Sanudo-Wilhelmy,AHF259,14,15.333333333333334,Tuesday
OT-100,THRIVE: Foundations of Well-Being,1.0 unit,Lecture,48019R,160,5:00-5:50pm,300,87,Ashley Uyeshiro Kate Crowley,THH101,17,17.833333333333332,Tuesday
OT-100,Connection Session,0.0,Discussion,48020R,160,6:30-7:20pm,20,10,Kate Crowley,THH121,18.5,19.333333333333332,Tuesday
OT-101x,Caring For Your Self: Engaging in Healthy Habits and Routine,2.0 units,Lecture-Discussion,47906R,001,12:00-1:50pm,30,25,Ashley Uyeshiro,VHE206,12,13.833333333333334,Tuesday
OT-200L,Medical Terminology for Health Professions,1.0 unit,Lecture-Lab,47702D,001,6:30-7:20pm,65,35,Kristy Payne,TBA,18.5,19.333333333333332,Tuesday
OT-220,Lifestyle Design: Introduction to Occupational Therapy,NA,Lecture,47701R,001,6:00-7:50pm,55,22,Kimberly Morris,THH114,18,19.833333333333332,Tuesday
OT-250,Introduction to Occupational Science and Occupational Therapy,4.0 units,Lecture,47703R,001,11:00-12:20pm,72,71,Kate Crowley,THH208,11,12.333333333333334,Tuesday
OT-250,Introduction to Occupational Science and Occupational Therapy,NA,Lecture,47704R,001,3:30-4:50pm,72,45,Kristy Payne,THH208,15.5,16.833333333333332,Tuesday
OT-260,Human Functional Anatomy for Allied Health Professions,3.0 units,Lecture-Lab,47907R,046,1:00-4:50pm,35,28,Myka Winder,CHP109,13,16.833333333333332,Tuesday
OT-320,"The Nature of Human Occupation: Form, Function, and Meaning",4.0 units,Lecture,47715R,001,9:30-10:50am,50,34,Kristy Payne,GFS118,9.5,10.833333333333334,Tuesday
OT-340,Occupational Foundations of Human-Animal Interaction,4.0 units,Lecture,48050R,001,2:00-3:20pm,32,32,Kristy Payne,VKC261,14,15.333333333333334,Tuesday
OT-405,Foundations: Occupation,2.0 units,Lecture-Discussion,47941R,046,9:00-11:00am,30,10,Michael McNulty,CENTER,9,11,Tuesday
OT-501L,Practice Immersion: Adult Physical Rehabilitation,8.0 units,Lecture,48001R,046,9:00-12:00pm,46,46,Samia Rafeedie Jane Baumgarten,"CHP111, CHP111",9,12,Tuesday
OT-501L,Practice Immersion: Adult Physical Rehabilitation,NA,Lab,48002R,046,1:00-4:00pm,22,22,Samia Rafeedie Jane Baumgarten,CHP139,13,16,Tuesday
OT-501L,Practice Immersion: Adult Physical Rehabilitation,NA,Lecture,48004R,046,1:00-4:00pm,47,47,Allison Chu Jane Baumgarten,"CHP111, CHP111",13,16,Tuesday
OT-501L,Practice Immersion: Adult Physical Rehabilitation,NA,Lab,48005R,046,9:00-12:00pm,24,24,Allison Chu Jane Baumgarten,CHP139,9,12,Tuesday
OT-502L,Practice Immersion: Mental Health,8.0 units,Lecture,48007R,046,9:00-12:00pm,46,46,Deborah Pitts Tessa Milman,"CHP112, CHP109",9,12,Tuesday
OT-502L,Practice Immersion: Mental Health,NA,Lab,48009R,046,1:00-4:00pm,23,23,Deborah Pitts Tessa Milman,CHP112,13,16,Tuesday
OT-503L,Practice Immersion: Pediatrics,NA,Lecture,48016R,046,1:00-4:00pm,46,43,Karrie Kingsley Linsey Smith,"CHP113A, CHP111",13,16,Tuesday
OT-503L,Practice Immersion: Pediatrics,NA,Lab,48017R,046,9:00-12:00pm,24,22,Karrie Kingsley Linsey Smith,CHP113A,9,12,Tuesday
OT-518,Quantitative Research for Evidence-Based Practice,NA,Lecture,47980R,046,9:00-12:00pm,47,44,Ashley Halle,CHP225,9,12,Tuesday
OT-537,Occupation-Centered Programs for the Community,4.0 units,Lecture,47997R,046,1:00-4:00pm,47,46,Camille Dieterle,CHP224,13,16,Tuesday
OT-620,Current Issues in Occupational Science and Occupational Therapy,4.0 units,Lecture,47879D,046,1:00-4:00pm,37,32,Emily Ochi,CHP225,13,16,Tuesday
OT-620,Current Issues in Occupational Science and Occupational Therapy,NA,Lecture,47911R,046,5:30-8:30pm,35,26,Linsey Smith,CHP112,17.5,20.5,Tuesday
PATH-531,Cell Biology,4.0 units,Lecture,40654D,046,9:00-10:50am,90,58,Axel Schonthal Megan McCain Ebrahim Zandi Amir Goldkorn Chengyu Liang Florence Hofman Sarah Hamm-Alvarez Curtis Okamoto Yves Declerck Randall Widelitz Steve Swenson Qilong Ying Josh Neman-Ebrahim Amy Ryan Nicholas Graham Sanda Win,MCH256,9,10.833333333333334,Tuesday
PATH-561,Molecular Biology,4.0 units,Lecture,40664D,046,3:00-4:50pm,85,39,Woojin An Roger Duncan Michael Lieber Sita Reddy Judd Rice Stanley Tahara Ebrahim Zandi Oliver Bell,MCH256,15,16.833333333333332,Tuesday
PATH-572,Medical Physiology I,4.0 units,Lecture,40673D,046,1:00-2:50pm,46,11,Harvey Kaslow Robert Farley Rayudu Gopalakrishna Jang-Hyun Youn E. Todd Schroeder Michael Jakowec Andrew Cheng Jon Detterich Ray Matthews Michael Bowdish Janos Peti Peterdi Alicia McDonough Kevin Lemley Roshan Rajani Thomas Keens John Wood Beiyun Zhou Kenneth Hallows David Peng Wei Li,MMR122,13,14.833333333333334,Tuesday
PHBI-531,Cell Biology,4.0 units,Lecture,40654D,046,9:00-10:50am,90,58,Axel Schonthal Megan McCain Ebrahim Zandi Amir Goldkorn Chengyu Liang Florence Hofman Sarah Hamm-Alvarez Curtis Okamoto Yves Declerck Randall Widelitz Steve Swenson Qilong Ying Josh Neman-Ebrahim Amy Ryan Nicholas Graham Sanda Win,MCH256,9,10.833333333333334,Tuesday
PHBI-561,Molecular Biology,4.0 units,Lecture,40664D,046,3:00-4:50pm,85,39,Woojin An Roger Duncan Michael Lieber Sita Reddy Judd Rice Stanley Tahara Ebrahim Zandi Oliver Bell,MCH256,15,16.833333333333332,Tuesday
PHBI-572,Medical Physiology I,4.0 units,Lecture,40673D,046,1:00-2:50pm,46,11,Harvey Kaslow Robert Farley Rayudu Gopalakrishna Jang-Hyun Youn E. Todd Schroeder Michael Jakowec Andrew Cheng Jon Detterich Ray Matthews Michael Bowdish Janos Peti Peterdi Alicia McDonough Kevin Lemley Roshan Rajani Thomas Keens John Wood Beiyun Zhou Kenneth Hallows David Peng Wei Li,MMR122,13,14.833333333333334,Tuesday
PHED-102a,Weight Training,NA,Lecture,49701R,001,8:00-8:50am,19,15,Steve Vankanegan,PED210,8,8.833333333333334,Tuesday
PHED-102a,Weight Training,NA,Lecture,49703R,001,9:00-9:50am,19,17,Kevin Robinson,PED210,9,9.833333333333334,Tuesday
PHED-102a,Weight Training,NA,Lecture,49705R,001,10:00-10:50am,19,18,John Jessee,PED210,10,10.833333333333334,Tuesday
PHED-102a,Weight Training,NA,Lecture,49707R,001,11:00-11:50am,19,19,Sarah McGill,PED210,11,11.833333333333334,Tuesday
PHED-102a,Weight Training,NA,Lecture,49711R,001,1:00-1:50pm,19,17,John Jessee,PED210,13,13.833333333333334,Tuesday
PHED-102a,Weight Training,NA,Lecture,49713R,001,2:00-2:50pm,19,18,Kevin Robinson,PED210,14,14.833333333333334,Tuesday
PHED-104a,Self-Defense,NA,Lecture,49717R,001,9:00-9:50am,16,11,Carl Collins,PED201,9,9.833333333333334,Tuesday
PHED-104a,Self-Defense,NA,Lecture,49719R,001,10:00-10:50am,16,9,Carl Collins,PED201,10,10.833333333333334,Tuesday
PHED-104a,Self-Defense,NA,Lecture,49721R,001,11:00-11:50am,16,10,Carl Collins,PED201,11,11.833333333333334,Tuesday
PHED-106a,Physical Conditioning,1.0 unit,Lecture,49727R,001,8:00-8:50am,19,16,Kevin Robinson,PED210,8,8.833333333333334,Tuesday
PHED-106a,Physical Conditioning,NA,Lecture,49733R,001,11:00-11:50am,19,8,Kevin Robinson,PED210,11,11.833333333333334,Tuesday
PHED-110a,Swimming,1.0 unit,Lecture,49739R,001,8:00-8:50am,19,12,William Slaughter,PED210,8,8.833333333333334,Tuesday
PHED-110a,Swimming,NA,Lecture,49741R,001,9:00-9:50am,19,17,William Slaughter,PED210,9,9.833333333333334,Tuesday
PHED-110a,Swimming,NA,Lecture,49743R,001,10:00-10:50am,19,13,William Slaughter,PED210,10,10.833333333333334,Tuesday
PHED-110a,Swimming,NA,Lecture,49745R,001,11:00-11:50am,19,17,William Slaughter,PED210,11,11.833333333333334,Tuesday
PHED-110a,Swimming,NA,Lecture,49747R,001,1:00-1:50pm,19,11,Ian Culbertson,PED210,13,13.833333333333334,Tuesday
PHED-120a,Yoga,NA,Lecture,49761R,001,8:00-8:50am,25,12,Jennifer Guinter,PED210,8,8.833333333333334,Tuesday
PHED-120a,Yoga,NA,Lecture,49763R,001,9:00-9:50am,25,19,Jennifer Guinter,PED210,9,9.833333333333334,Tuesday
PHED-120a,Yoga,NA,Lecture,49765R,001,10:00-10:50am,25,22,Isabelle Pilliere Mazumdar,PED210,10,10.833333333333334,Tuesday
PHED-120a,Yoga,NA,Lecture,49767R,001,11:00-11:50am,25,23,Isabelle Pilliere Mazumdar,PED210,11,11.833333333333334,Tuesday
PHED-120a,Yoga,NA,Lecture,49769R,001,12:00-12:50pm,25,18,Steve Hsu,PED210,12,12.833333333333334,Tuesday
PHED-120a,Yoga,NA,Lecture,49771R,001,1:00-1:50pm,25,22,Jennifer Guinter,PED210,13,13.833333333333334,Tuesday
PHED-120a,Yoga,NA,Lecture,49773R,001,2:00-2:50pm,25,23,Isabelle Pilliere Mazumdar,PED210,14,14.833333333333334,Tuesday
PHED-122,Kundalini Yoga and Meditation,NA,Lecture,49981R,001,3:00-4:50pm,19,18,Stephanie Eggert,PED210,15,16.833333333333332,Tuesday
PHED-123,Yoga Therapy,NA,Lecture,49985R,001,11:00-11:50am,19,18,Andre Haralyi,THH205,11,11.833333333333334,Tuesday
PHED-123,Yoga Therapy,NA,Lecture,49987R,001,1:00-1:50pm,19,19,Andre Haralyi,GFS202,13,13.833333333333334,Tuesday
PHED-129a,Cardio Group Fitness,1.0 unit,Lecture,49783R,001,9:00-9:50am,19,15,Isabelle Pilliere Mazumdar,PED210,9,9.833333333333334,Tuesday
PHED-129a,Cardio Group Fitness,NA,Lecture,49787R,001,11:00-11:50am,19,11,Ian Culbertson,PED210,11,11.833333333333334,Tuesday
PHED-139a,Volleyball,NA,Lecture,49793R,001,2:00-2:50pm,19,16,Sarah McGill,PED210,14,14.833333333333334,Tuesday
PHED-140a,Tennis,NA,Lecture,49803R,001,10:00-10:50am,19,12,Steve Vankanegan,PED210,10,10.833333333333334,Tuesday
PHED-140a,Tennis,NA,Lecture,49805R,001,11:00-11:50am,19,11,John Jessee,PED210,11,11.833333333333334,Tuesday
PHED-140a,Tennis,NA,Lecture,49807R,001,12:00-12:50pm,19,13,John Jessee,PED210,12,12.833333333333334,Tuesday
PHED-140a,Tennis,NA,Lecture,49882R,001,3:00-4:50pm,19,16,John Jessee,PED210,15,16.833333333333332,Tuesday
PHED-150a,Table Tennis,1.0 unit,Lecture,49831R,001,10:00-10:50am,19,16,Irina Jestkova,PED200,10,10.833333333333334,Tuesday
PHED-150a,Table Tennis,NA,Lecture,49833R,001,11:00-11:50am,19,19,Irina Jestkova,PED200,11,11.833333333333334,Tuesday
PHED-153,Futsal,NA,Lecture,49835R,001,2:00-2:50pm,19,12,Luis Paulo Oliveira,PED210,14,14.833333333333334,Tuesday
PHED-154a,Soccer,1.0 unit,Lecture,49839R,001,10:00-10:50am,19,11,Luis Paulo Oliveira,PED210,10,10.833333333333334,Tuesday
PHED-154a,Soccer,NA,Lecture,49841R,001,11:00-11:50am,19,10,Luis Paulo Oliveira,PED210,11,11.833333333333334,Tuesday
PHED-154a,Soccer,NA,Lecture,49843R,001,12:00-12:50pm,19,13,Luis Paulo Oliveira,PED210,12,12.833333333333334,Tuesday
PHED-155a,Golf,NA,Lecture,49901R,001,8:00-8:50am,19,19,Marcos Briano,THH117,8,8.833333333333334,Tuesday
PHED-155a,Golf,NA,Lecture,49903R,001,9:00-9:50am,19,17,Marcos Briano,THH117,9,9.833333333333334,Tuesday
PHED-156a,Basketball,NA,Lecture,49861R,001,11:00-11:50am,19,5,Jarvis Turner,PED210,11,11.833333333333334,Tuesday
PHED-156a,Basketball,NA,Lecture,49863R,001,1:00-1:50pm,19,12,Jarvis Turner,PED210,13,13.833333333333334,Tuesday
PHED-160,Stress Management for Healthy Living,NA,Lecture,49865R,001,11:00-11:50am,30,28,Steve Hsu,THH217,11,11.833333333333334,Tuesday
PHED-160,Stress Management for Healthy Living,NA,Lecture,49869R,001,12:00-12:50pm,30,30,Stephanie Eggert,THH108,12,12.833333333333334,Tuesday
PHED-160,Stress Management for Healthy Living,NA,Lecture,49871R,001,1:00-1:50pm,30,30,Stephanie Eggert,THH112,13,13.833333333333334,Tuesday
PHED-160,Stress Management for Healthy Living,NA,Lecture,49873R,001,2:00-2:50pm,30,28,Steve Hsu,GFS222,14,14.833333333333334,Tuesday
PHED-160,Stress Management for Healthy Living,NA,Lecture,49973R,001,3:00-4:50pm,30,30,Isabelle Pilliere Mazumdar,GFS222,15,16.833333333333332,Tuesday
PHED-161,First Aid,1.0 unit,Lecture,49814R,859,9:30-10:50am,16,12,Sarah McGill,PED203,9.5,10.833333333333334,Tuesday
PHED-161,First Aid,NA,Lecture,49815R,802,9:30-10:50am,16,13,Sarah McGill,PED203,9.5,10.833333333333334,Tuesday
PHED-162,Principles of Athletic Coaching,2.0 units,Lecture,49891R,001,9:00-9:50am,25,19,Luis Paulo Oliveira,VKC157,9,9.833333333333334,Tuesday
PHED-165,Varsity Athletics,NA,Lecture,50086D,001,6:30-7:20pm,40,38,Richard Coles,JMC103,18.5,19.333333333333332,Tuesday
PHIL-122a,Reasoning and Argument,2.0 units,Lecture,49345R,416,5:00-6:20pm,25,25,Vishnu Sridharan,VKC157,17,18.333333333333332,Tuesday
PHIL-122b,Reasoning and Argument,2.0 units,Lecture,49346R,664,5:00-6:20pm,25,18,Vishnu Sridharan,VKC157,17,18.333333333333332,Tuesday
PHIL-222g,Logic and Language,4.0 units,Lecture-Discussion,49419R,001,12:30-1:50pm,35,34,Gabriel Uzquiano,VKC201,12.5,13.833333333333334,Tuesday
PHIL-258g,Probability and Rational Choice,4.0 units,Lecture,49463R,001,9:30-10:50am,50,40,Jeffrey Russell,VKC102,9.5,10.833333333333334,Tuesday
PHIL-360,Epistemology and Metaphysics,4.0 units,Lecture,49526R,001,11:00-12:20pm,33,33,Shieva Kleinschmidt,VKC201,11,12.333333333333334,Tuesday
PHIL-450,The Limits of Logic,4.0 units,Lecture,49568R,001,12:30-1:50pm,30,6,Jeffrey Russell,VKC203,12.5,13.833333333333334,Tuesday
PHIL-470,Theory of Knowledge,4.0 units,Lecture,49581R,001,2:00-3:20pm,30,22,Janet Levin,VKC201,14,15.333333333333334,Tuesday
PHIL-537,Seminar in Social and Political Philosophy,"4.0 units, max 16",Lecture,49619R,001,4:30-6:50pm,18,10,Sharon Lloyd,MHP102,16.5,18.833333333333332,Tuesday
PHIL-700x,Dissertation Seminar,"2.0 units, max 12",Lecture,49672R,001,2:00-4:20pm,20,8,Robin Jeshion,MHP102,14,16.333333333333332,Tuesday
PHYS-100Lxg,The Physical World,NA,Lab,50311R,001,10:00-11:50am,16,6,NA,SGM300,10,11.833333333333334,Tuesday
PHYS-100Lxg,The Physical World,NA,Lab,50314R,001,12:00-1:50pm,16,9,NA,SGM300,12,13.833333333333334,Tuesday
PHYS-100Lxg,The Physical World,NA,Lab,50317R,001,2:00-3:50pm,16,7,NA,SGM300,14,15.833333333333334,Tuesday
PHYS-135aLg,Physics for the Life Sciences,NA,Lecture,50342R,001,12:00-1:50pm,93,66,Douglas Burke,SLH102,12,13.833333333333334,Tuesday
PHYS-135aLg,Physics for the Life Sciences,NA,Lab,50347R,001,11:00-1:50pm,22,13,Gokhan Esirgen,KAP B5,11,13.833333333333334,Tuesday
PHYS-135aLg,Physics for the Life Sciences,NA,Lab,50354R,001,5:00-7:50pm,24,20,Gokhan Esirgen,KAP B5,17,19.833333333333332,Tuesday
PHYS-135aLg,Physics for the Life Sciences,NA,Lab,50355R,001,2:00-4:50pm,22,19,Gokhan Esirgen,KAP B5,14,16.833333333333332,Tuesday
PHYS-135bL,Physics for the Life Sciences,4.0 units,Lecture,50360R,001,10:00-11:50am,90,86,Christopher Sutherland,SLH102,10,11.833333333333334,Tuesday
PHYS-135bL,Physics for the Life Sciences,NA,Quiz,50361R,001,5:00-6:20pm,90,86,NA,TBA,17,18.333333333333332,Tuesday
PHYS-135bL,Physics for the Life Sciences,NA,Lab,50368R,001,2:00-4:50pm,14,13,Gokhan Esirgen,KAP B11,14,16.833333333333332,Tuesday
PHYS-151Lg,Fundamentals of Physics I: Mechanics and Thermodynamics,NA,Lab,50386R,001,8:00-10:50am,26,16,Gokhan Esirgen,KAP B8,8,10.833333333333334,Tuesday
PHYS-151Lg,Fundamentals of Physics I: Mechanics and Thermodynamics,NA,Lab,50391R,001,2:00-4:50pm,26,26,Gokhan Esirgen,KAP B8,14,16.833333333333332,Tuesday
PHYS-151Lg,Fundamentals of Physics I: Mechanics and Thermodynamics,NA,Lab,50396R,001,5:00-7:50pm,26,24,Gokhan Esirgen,KAP B8,17,19.833333333333332,Tuesday
PHYS-151Lg,Fundamentals of Physics I: Mechanics and Thermodynamics,NA,Lab,50397R,001,11:00-1:50pm,26,20,Gokhan Esirgen,KAP B8,11,13.833333333333334,Tuesday
PHYS-152L,Fundamentals of Physics II: Electricity and Magnetism,4.0 units,Lecture,50400R,001,10:00-11:50am,128,85,Rosa Di Felice,SLH200,10,11.833333333333334,Tuesday
PHYS-152L,Fundamentals of Physics II: Electricity and Magnetism,NA,Lecture,50402R,001,2:00-3:50pm,128,67,Grace Lu,SLH200,14,15.833333333333334,Tuesday
PHYS-152L,Fundamentals of Physics II: Electricity and Magnetism,NA,Lecture,50404D,001,4:00-5:50pm,30,30,Nicolas Moure,ZHS360,16,17.833333333333332,Tuesday
PHYS-152L,Fundamentals of Physics II: Electricity and Magnetism,NA,Lab,50406R,001,8:00-10:50am,25,7,Gokhan Esirgen,KAP B25,8,10.833333333333334,Tuesday
PHYS-152L,Fundamentals of Physics II: Electricity and Magnetism,NA,Lab,50408R,001,11:00-1:50pm,16,9,Gokhan Esirgen,KAP B25,11,13.833333333333334,Tuesday
PHYS-152L,Fundamentals of Physics II: Electricity and Magnetism,NA,Lab,50413R,001,2:00-4:50pm,26,21,Gokhan Esirgen,KAP B25,14,16.833333333333332,Tuesday
PHYS-152L,Fundamentals of Physics II: Electricity and Magnetism,NA,Lab,50418R,001,5:00-7:50pm,25,20,Gokhan Esirgen,KAP B25,17,19.833333333333332,Tuesday
PHYS-153L,Fundamentals of Physics III: Optics and Modern Physics,NA,Lab,50426R,001,11:00-1:50pm,12,5,Gokhan Esirgen,KAP B29,11,13.833333333333334,Tuesday
PHYS-153L,Fundamentals of Physics III: Optics and Modern Physics,NA,Lab,50427R,001,2:00-4:50pm,12,10,Gokhan Esirgen,KAP B29,14,16.833333333333332,Tuesday
PHYS-153L,Fundamentals of Physics III: Optics and Modern Physics,NA,Lab,50430R,001,5:00-7:50pm,12,9,Gokhan Esirgen,KAP B29,17,19.833333333333332,Tuesday
PHYS-162L,Advanced Principles of Physics II,4.0 units,Lecture,50550D,001,2:00-3:50pm,93,48,Gene Bickers,SLH102,14,15.833333333333334,Tuesday
PHYS-162L,Advanced Principles of Physics II,NA,Lab,50552R,001,8:00-10:50am,3,3,Gokhan Esirgen,KAP B25,8,10.833333333333334,Tuesday
PHYS-162L,Advanced Principles of Physics II,NA,Lab,50554R,001,11:00-1:50pm,8,5,Gokhan Esirgen,KAP B25,11,13.833333333333334,Tuesday
PHYS-162L,Advanced Principles of Physics II,NA,Lab,50563R,001,5:00-7:50pm,2,2,Gokhan Esirgen,KAP B25,17,19.833333333333332,Tuesday
PHYS-172L,"Applied Physics II: Electricity, Magnetism and Optics",4.0 units,Discussion,50786R,001,3:00-3:50pm,24,24,Aluizio Prata,VKC111,15,15.833333333333334,Tuesday
PHYS-172L,"Applied Physics II: Electricity, Magnetism and Optics",NA,Discussion,50791R,001,4:00-4:50pm,56,35,Aluizio Prata,VKC150,16,16.833333333333332,Tuesday
PHYS-200Lxg,The Physics and Technology of Energy,NA,Lab,50494R,001,4:00-5:50pm,12,11,NA,SGM300,16,17.833333333333332,Tuesday
PHYS-304,Mechanics,4.0 units,Lecture,50500D,001,8:00-9:50am,52,48,Gene Bickers,KDC240,8,9.833333333333334,Tuesday
PHYS-438b,Introduction to Quantum Mechanics and its Applications,4.0 units,Lecture,50512R,001,10:00-11:50am,35,28,Gerd Bergmann,LVL13,10,11.833333333333334,Tuesday
PHYS-492L,Senior Lab,4.0 units,Lecture,50518D,001,1:00-1:50pm,16,16,Jack Feinberg,GFS223,13,13.833333333333334,Tuesday
PHYS-492L,Senior Lab,NA,Lab,50519D,001,2:00-3:50pm,16,16,Jack Feinberg,OCW105,14,15.833333333333334,Tuesday
PHYS-504,Advanced Mechanics,3.0 units,Lecture,50604R,001,2:00-3:50pm,24,9,Krzysztof Pilch,KAP138,14,15.833333333333334,Tuesday
PHYS-518,Thermodynamics and Statistical Mechanics,3.0 units,Lecture,50616R,001,10:00-11:50am,24,16,Christoph Haselwandter,KAP138,10,11.833333333333334,Tuesday
